test_method,detected_smells
"@Test
  public void testAsyncClose_read() throws Throwable {
    RegularFile file = regularFile(15);
    ExecutorService executor = Executors.newFixedThreadPool(2);

    try {
      JimfsAsynchronousFileChannel channel = channel(file, executor, READ, WRITE);

      file.writeLock().lock(); // cause another thread trying to read to block

      // future-returning read
      Future<Integer> future = channel.read(ByteBuffer.allocate(10), 0);

      // completion handler read
      SettableFuture<Integer> completionHandlerFuture = SettableFuture.create();
      channel.read(ByteBuffer.allocate(10), 0, null, setFuture(completionHandlerFuture));

      // Despite this 10ms sleep to allow plenty of time, it's possible, though very rare, for a
      // race to cause the channel to be closed before the asynchronous calls get to the initial
      // check that the channel is open, causing ClosedChannelException to be thrown rather than
      // AsynchronousCloseException. This is not a problem in practice, just a quirk of how these
      // tests work and that we don't have a way of waiting for the operations to get past that
      // check.
      Uninterruptibles.sleepUninterruptibly(10, MILLISECONDS);

      channel.close();

      assertAsynchronousClose(future);
      assertAsynchronousClose(completionHandlerFuture);
    }",Mystery Guest
"@Test
  public void testAsyncClose_write() throws Throwable {
    RegularFile file = regularFile(15);
    ExecutorService executor = Executors.newFixedThreadPool(4);

    try {
      JimfsAsynchronousFileChannel channel = channel(file, executor, READ, WRITE);

      file.writeLock().lock(); // cause another thread trying to write to block

      // future-returning write
      Future<Integer> future = channel.write(ByteBuffer.allocate(10), 0);

      // completion handler write
      SettableFuture<Integer> completionHandlerFuture = SettableFuture.create();
      channel.write(ByteBuffer.allocate(10), 0, null, setFuture(completionHandlerFuture));

      // Despite this 10ms sleep to allow plenty of time, it's possible, though very rare, for a
      // race to cause the channel to be closed before the asynchronous calls get to the initial
      // check that the channel is open, causing ClosedChannelException to be thrown rather than
      // AsynchronousCloseException. This is not a problem in practice, just a quirk of how these
      // tests work and that we don't have a way of waiting for the operations to get past that
      // check.
      Uninterruptibles.sleepUninterruptibly(10, MILLISECONDS);

      channel.close();

      assertAsynchronousClose(future);
      assertAsynchronousClose(completionHandlerFuture);
    }",Mystery Guest
"@Test
  public void testInterruptedThreads() throws IOException {
    final ByteBuffer buf = ByteBuffer.allocate(10);
    final ByteBuffer[] bufArray = {buf}",No Smells
"@Test
  public void testPosition() throws IOException {
    FileChannel channel = channel(regularFile(10), READ);
    assertEquals(0, channel.position());
    assertSame(channel, channel.position(100));
    assertEquals(100, channel.position());
  }",Mystery Guest
"@Test
  public void testRead() throws IOException {
    RegularFile file = regularFile(20);
    FileChannel channel = channel(file, READ);
    assertEquals(0, channel.position());

    ByteBuffer buf = buffer(""1234567890"");
    ByteBuffer buf2 = buffer(""123457890"");
    assertEquals(10, channel.read(buf));
    assertEquals(10, channel.position());

    buf.flip();
    assertEquals(10, channel.read(new ByteBuffer[] {buf, buf2}",Mystery Guest
"@Test
  public void testReadNegative() throws IOException {
    FileChannel channel = channel(regularFile(0), READ, WRITE);

    try {
      channel.read(buffer(""111""), -1);
      fail();
    }",Mystery Guest
"@Test
  public void testReadsInWriteOnlyMode() throws IOException {
    FileChannel channel = channel(regularFile(0), WRITE);

    try {
      channel.read(buffer(""111""));
      fail();
    }",Mystery Guest
"@Test
  public void testSize() throws IOException {
    RegularFile file = regularFile(10);
    FileChannel channel = channel(file, READ);

    assertEquals(10, channel.size());

    file.write(10, new byte[90], 0, 90);
    assertEquals(100, channel.size());
  }",Mystery Guest
"@Test
  public void testTransferFromNegative() throws IOException {
    FileChannel channel = channel(regularFile(0), READ, WRITE);

    try {
      channel.transferFrom(new ByteBufferChannel(10), -1, 0);
      fail();
    }",Mystery Guest
"@Test
  public void testFullyReadInputStream_doesNotChangeStateWhenStoreChanges() throws IOException {
    JimfsInputStream in = newInputStream(1, 2, 3, 4, 5);
    assertThat(in.read(new byte[5])).isEqualTo(5);
    assertEmpty(in);

    in.file.write(5, new byte[10], 0, 10); // append more bytes to file
    assertEmpty(in);
  }",No Smells
"@Test
  public void testRead_partialArray_invalidInput() throws IOException {
    JimfsInputStream in = newInputStream(1, 2, 3, 4, 5);

    try {
      in.read(new byte[3], -1, 1);
      fail();
    }",No Smells
"@Test
  public void testPathParsing() {
    assertPathEquals(""/"", ""/"");
    assertPathEquals(""/foo"", ""/foo"");
    assertPathEquals(""/foo"", ""/"", ""foo"");
    assertPathEquals(""/foo/bar"", ""/foo/bar"");
    assertPathEquals(""/foo/bar"", ""/"", ""foo"", ""bar"");
    assertPathEquals(""/foo/bar"", ""/foo"", ""bar"");
    assertPathEquals(""/foo/bar"", ""/"", ""foo/bar"");
    assertPathEquals(""foo/bar/baz"", ""foo/bar/baz"");
    assertPathEquals(""foo/bar/baz"", ""foo"", ""bar"", ""baz"");
    assertPathEquals(""foo/bar/baz"", ""foo/bar"", ""baz"");
    assertPathEquals(""foo/bar/baz"", ""foo"", ""bar/baz"");
  }",No Smells
"@Test
  public void testPathWithExtraSlashes() {
    assertPathEquals(""/foo/bar/baz"", pathService.parsePath(""/foo/bar/baz/""));
    assertPathEquals(""/foo/bar/baz"", pathService.parsePath(""/foo//bar///baz""));
    assertPathEquals(""/foo/bar/baz"", pathService.parsePath(""///foo/bar/baz""));
  }",No Smells
"@Test
  public void testRelativize_bothRelative() {
    assertRelativizedPathEquals(""b/c"", pathService.parsePath(""a""), ""a/b/c"");
    assertRelativizedPathEquals(""d"", pathService.parsePath(""a/b/c""), ""a/b/c/d"");
  }",No Smells
"@Test
  public void testResolve_againstEmptyPath() {
    assertResolvedPathEquals(""foo/bar"", pathService.emptyPath(), ""foo/bar"");
  }",No Smells
"@Test
  public void testResolve_fromRelative() {
    Path path = pathService.parsePath(""foo"");

    assertResolvedPathEquals(""foo/bar"", path, ""bar"");
    assertResolvedPathEquals(""foo/bar/baz/test"", path, ""bar/baz/test"");
    assertResolvedPathEquals(""foo/bar/baz/test"", path, ""bar"", ""baz"", ""test"");
    assertResolvedPathEquals(""foo/bar/baz/test"", path, ""bar/baz"", ""test"");
  }",No Smells
"@Test
  public void testResolve_fromRoot() {
    Path root = pathService.parsePath(""/"");

    assertResolvedPathEquals(""/foo"", root, ""foo"");
    assertResolvedPathEquals(""/foo/bar"", root, ""foo/bar"");
    assertResolvedPathEquals(""/foo/bar"", root, ""foo"", ""bar"");
    assertResolvedPathEquals(""/foo/bar/baz/test"", root, ""foo/bar/baz/test"");
    assertResolvedPathEquals(""/foo/bar/baz/test"", root, ""foo"", ""bar/baz"", ""test"");
  }",No Smells
"@Test
  public void testResolveSibling_givenEmptyPath() {
    Path path = pathService.parsePath(""foo/bar"");
    Path resolved = path.resolveSibling("""");
    assertPathEquals(""foo"", resolved);

    path = pathService.parsePath(""foo"");
    resolved = path.resolveSibling("""");
    assertPathEquals("""", resolved);
  }",No Smells
"@Test
  public void testRootPath() {
    new PathTester(pathService, ""/"").root(""/"").test(""/"");
  }",No Smells
"@Test
  public void testPathCreation() {
    assertAbout(paths())
        .that(service.emptyPath())
        .hasRootComponent(null)
        .and()
        .hasNameComponents("""");

    assertAbout(paths())
        .that(service.createRoot(service.name(""/"")))
        .isAbsolute()
        .and()
        .hasRootComponent(""/"")
        .and()
        .hasNoNameComponents();

    assertAbout(paths())
        .that(service.createFileName(service.name(""foo"")))
        .hasRootComponent(null)
        .and()
        .hasNameComponents(""foo"");

    JimfsPath relative = service.createRelativePath(service.names(ImmutableList.of(""foo"", ""bar"")));
    assertAbout(paths())
        .that(relative)
        .hasRootComponent(null)
        .and()
        .hasNameComponents(""foo"", ""bar"");

    JimfsPath absolute =
        service.createPath(service.name(""/""), service.names(ImmutableList.of(""foo"", ""bar"")));
    assertAbout(paths())
        .that(absolute)
        .isAbsolute()
        .and()
        .hasRootComponent(""/"")
        .and()
        .hasNameComponents(""foo"", ""bar"");
  }",No Smells
"@Test
  public void testPathCreation_emptyPath() {
    // normalized to empty path with single empty string name
    assertAbout(paths())
        .that(service.createPath(null, ImmutableList.<Name>of()))
        .hasRootComponent(null)
        .and()
        .hasNameComponents("""");
  }",No Smells
"@Test
  public void testPathCreation_parseIgnoresEmptyString() {
    // if the empty string wasn't ignored, the resulting path would be ""/foo"" since the empty
    // string would be joined with foo
    assertAbout(paths())
        .that(service.parsePath("""", ""foo""))
        .hasRootComponent(null)
        .and()
        .hasNameComponents(""foo"");
  }",No Smells
"@Test
  public void testToString() {
    ParseResult path = type.parsePath(""foo/bar\\baz"");
    assertThat(type.toString(path.root(), path.names())).isEqualTo(""foo/bar/baz"");

    ParseResult path2 = type.parsePath(""$/foo/bar"");
    assertThat(type.toString(path2.root(), path2.names())).isEqualTo(""$foo/bar"");
  }",No Smells
"@Test
  public void testToUri() {
    URI fileUri = type.toUri(fileSystemUri, ""$"", ImmutableList.of(""foo"", ""bar""), false);
    assertThat(fileUri.toString()).isEqualTo(""jimfs://foo/$/foo/bar"");
    assertThat(fileUri.getPath()).isEqualTo(""/$/foo/bar"");

    URI directoryUri = type.toUri(fileSystemUri, ""$"", ImmutableList.of(""foo"", ""bar""), true);
    assertThat(directoryUri.toString()).isEqualTo(""jimfs://foo/$/foo/bar/"");
    assertThat(directoryUri.getPath()).isEqualTo(""/$/foo/bar/"");

    URI rootUri = type.toUri(fileSystemUri, ""$"", ImmutableList.<String>of(), true);
    assertThat(rootUri.toString()).isEqualTo(""jimfs://foo/$/"");
    assertThat(rootUri.getPath()).isEqualTo(""/$/"");
  }",No Smells
"@Test
  public void testCloseCancelsAllKeysAndStopsPolling() throws IOException {
    Key key1 = watcher.register(createDirectory(), ImmutableList.of(ENTRY_CREATE));
    Key key2 = watcher.register(createDirectory(), ImmutableList.of(ENTRY_DELETE));

    assertThat(key1.isValid()).isTrue();
    assertThat(key2.isValid()).isTrue();
    assertThat(watcher.isPolling()).isTrue();

    watcher.close();

    assertThat(key1.isValid()).isFalse();
    assertThat(key2.isValid()).isFalse();
    assertThat(watcher.isPolling()).isFalse();
  }",Mystery Guest
"@Test
  public void testSetOnCreate() {
    assertSetAndGetSucceedsOnCreate(""permissions"", PosixFilePermissions.fromString(""rwxrwxrwx""));
    assertSetFailsOnCreate(""group"", createGroupPrincipal(""foo""));
  }",No Smells
"@Test
  public void testView() throws IOException {
    file.setAttribute(""owner"", ""owner"", createUserPrincipal(""user""));

    PosixFileAttributeView view =
        provider.view(
            fileLookup(),
            ImmutableMap.of(
                ""basic"", new BasicAttributeProvider().view(fileLookup(), NO_INHERITED_VIEWS),
                ""owner"", new OwnerAttributeProvider().view(fileLookup(), NO_INHERITED_VIEWS)));
    assertNotNull(view);

    assertThat(view.name()).isEqualTo(""posix"");
    assertThat(view.getOwner()).isEqualTo(createUserPrincipal(""user""));

    PosixFileAttributes attrs = view.readAttributes();
    assertThat(attrs.fileKey()).isEqualTo(0);
    assertThat(attrs.owner()).isEqualTo(createUserPrincipal(""user""));
    assertThat(attrs.group()).isEqualTo(createGroupPrincipal(""group""));
    assertThat(attrs.permissions()).isEqualTo(PosixFilePermissions.fromString(""rw-r--r--""));

    view.setOwner(createUserPrincipal(""root""));
    assertThat(view.getOwner()).isEqualTo(createUserPrincipal(""root""));
    assertThat(file.getAttribute(""owner"", ""owner"")).isEqualTo(createUserPrincipal(""root""));

    view.setGroup(createGroupPrincipal(""root""));
    assertThat(view.readAttributes().group()).isEqualTo(createGroupPrincipal(""root""));
    assertThat(file.getAttribute(""posix"", ""group"")).isEqualTo(createGroupPrincipal(""root""));

    view.setPermissions(PosixFilePermissions.fromString(""rwx------""));
    assertThat(view.readAttributes().permissions())
        .isEqualTo(PosixFilePermissions.fromString(""rwx------""));
    assertThat(file.getAttribute(""posix"", ""permissions""))
        .isEqualTo(PosixFilePermissions.fromString(""rwx------""));
  }",No Smells
"@Test
  public void testSet() {
    assertSetFails(""unix:uid"", 1);
    assertSetFails(""unix:gid"", 1);
    assertSetFails(""unix:rdev"", 1L);
    assertSetFails(""unix:dev"", 1L);
    assertSetFails(""unix:ino"", 1);
    assertSetFails(""unix:mode"", 1);
    assertSetFails(""unix:ctime"", 1L);
    assertSetFails(""unix:nlink"", 1);
  }",No Smells
"@Test
  public void testUnix() {
    PathType unix = PathType.unix();
    assertThat(unix.getSeparator()).isEqualTo(""/"");
    assertThat(unix.getOtherSeparators()).isEqualTo("""");

    // ""//foo/bar"" is what will be passed to parsePath if ""/"", ""foo"", ""bar"" is passed to getPath
    PathType.ParseResult path = unix.parsePath(""//foo/bar"");
    assertParseResult(path, ""/"", ""foo"", ""bar"");
    assertThat(unix.toString(path.root(), path.names())).isEqualTo(""/foo/bar"");

    PathType.ParseResult path2 = unix.parsePath(""foo/bar/"");
    assertParseResult(path2, null, ""foo"", ""bar"");
    assertThat(unix.toString(path2.root(), path2.names())).isEqualTo(""foo/bar"");
  }",No Smells
